# FFCharge Data File
#
# Format: scheme,position,residue,atom,charge
#
# Position: n (n-terminal), n- (n-terminal deprotonated), c (c-terminal), c+ (c-terminal protonated), 5 (5'), 3 (3'), m (middle), (empty for none - water/ion)
#
# Scheme Keys:
#   Protein: amber-ffsb, amber-ff03, charmm
#   DNA:     amber, charmm
#   RNA:     amber, charmm
#   Water:   tip3p, tip3p-fb, spc, spc-e, opc3
#   Ion:     classic

scheme,position,residue,atom,charge

# Protein: amber-ffsb

# ALA - middle
charmm,c,ARN,CB,-0.1800000
charmm,c,ARN,HB2,0.0900000
charmm,c,ARN,HB3,0.0900000
charmm,c,ARN,CG,-0.1800000
charmm,c,ARN,HG2,0.0900000
charmm,c,ARN,HG3,0.0900000
charmm,c,ARN,CD,0.2000000
charmm,c,ARN,HD2,0.0900000
charmm,c,ARN,HD3,0.0900000
charmm,c,ARN,NE,-0.6600000
charmm,c,ARN,HE,0.3600000
charmm,c,ARN,CZ,0.3200000
charmm,c,ARN,NH1,-0.7600000
charmm,c,ARN,HH11,0.3800000
charmm,c,ARN,HH12,0.3800000
charmm,c,ARN,NH2,-0.7500000
charmm,c,ARN,HH21,0.3500000
charmm,c,ARN,C,0.3400000
charmm,c,ARN,O,-0.6700000
charmm,c,ARN,OXT,-0.6700000

# ARN - n-terminal deprotonated
charmm,n-,ARN,N,-0.9600000
charmm,n-,ARN,H1,0.3400000
charmm,n-,ARN,H2,0.3400000
charmm,n-,ARN,CA,0.1900000
charmm,n-,ARN,HA,0.0900000
charmm,n-,ARN,CB,-0.1800000
charmm,n-,ARN,HB2,0.0900000
charmm,n-,ARN,HB3,0.0900000
charmm,n-,ARN,CG,-0.1800000
charmm,n-,ARN,HG2,0.0900000
charmm,n-,ARN,HG3,0.0900000
charmm,n-,ARN,CD,0.2000000
charmm,n-,ARN,HD2,0.0900000
charmm,n-,ARN,HD3,0.0900000
charmm,n-,ARN,NE,-0.6600000
charmm,n-,ARN,HE,0.3600000
charmm,n-,ARN,CZ,0.3200000
charmm,n-,ARN,NH1,-0.7600000
charmm,n-,ARN,HH11,0.3800000
charmm,n-,ARN,HH12,0.3800000
charmm,n-,ARN,NH2,-0.7500000
charmm,n-,ARN,HH21,0.3500000
charmm,n-,ARN,C,0.5100000
charmm,n-,ARN,O,-0.5100000

# ARN - c-terminal protonated
charmm,c+,ARN,N,-0.4700000
charmm,c+,ARN,H,0.3100000
charmm,c+,ARN,CA,0.0700000
charmm,c+,ARN,HA,0.0900000
charmm,c+,ARN,CB,-0.1800000
charmm,c+,ARN,HB2,0.0900000
charmm,c+,ARN,HB3,0.0900000
charmm,c+,ARN,CG,-0.1800000
charmm,c+,ARN,HG2,0.0900000
charmm,c+,ARN,HG3,0.0900000
charmm,c+,ARN,CD,0.2000000
charmm,c+,ARN,HD2,0.0900000
charmm,c+,ARN,HD3,0.0900000
charmm,c+,ARN,NE,-0.6600000
charmm,c+,ARN,HE,0.3600000
charmm,c+,ARN,CZ,0.3200000
charmm,c+,ARN,NH1,-0.7600000
charmm,c+,ARN,HH11,0.3800000
charmm,c+,ARN,HH12,0.3800000
charmm,c+,ARN,NH2,-0.7500000
charmm,c+,ARN,HH21,0.3500000
charmm,c+,ARN,C,0.7200000
charmm,c+,ARN,O,-0.5500000
charmm,c+,ARN,OXT,-0.6100000
charmm,c+,ARN,HOXT,0.4400000

# ASN - middle
charmm,m,ASN,N,-0.4700000
charmm,m,ASN,H,0.3100000
charmm,m,ASN,CA,0.0700000
charmm,m,ASN,HA,0.0900000
charmm,m,ASN,CB,-0.1800000
charmm,m,ASN,HB2,0.0900000
charmm,m,ASN,HB3,0.0900000
charmm,m,ASN,CG,0.5500000
charmm,m,ASN,OD1,-0.5500000
charmm,m,ASN,ND2,-0.6200000
charmm,m,ASN,HD21,0.3200000
charmm,m,ASN,HD22,0.3000000
charmm,m,ASN,C,0.5100000
charmm,m,ASN,O,-0.5100000

# ASN - n-terminal
charmm,n,ASN,N,-0.3000000
charmm,n,ASN,H1,0.3300000
charmm,n,ASN,H2,0.3300000
charmm,n,ASN,H3,0.3300000
charmm,n,ASN,CA,0.2100000
charmm,n,ASN,HA,0.1000000
charmm,n,ASN,CB,-0.1800000
charmm,n,ASN,HB2,0.0900000
charmm,n,ASN,HB3,0.0900000
charmm,n,ASN,CG,0.5500000
charmm,n,ASN,OD1,-0.5500000
charmm,n,ASN,ND2,-0.6200000
charmm,n,ASN,HD21,0.3200000
charmm,n,ASN,HD22,0.3000000
charmm,n,ASN,C,0.5100000
charmm,n,ASN,O,-0.5100000

# ASN - c-terminal
charmm,c,ASN,N,-0.4700000
charmm,c,ASN,H,0.3100000
charmm,c,ASN,CA,0.0700000
charmm,c,ASN,HA,0.0900000
charmm,c,ASN,CB,-0.1800000
charmm,c,ASN,HB2,0.0900000
charmm,c,ASN,HB3,0.0900000
charmm,c,ASN,CG,0.5500000
charmm,c,ASN,OD1,-0.5500000
charmm,c,ASN,ND2,-0.6200000
charmm,c,ASN,HD21,0.3200000
charmm,c,ASN,HD22,0.3000000
charmm,c,ASN,C,0.3400000
charmm,c,ASN,O,-0.6700000
charmm,c,ASN,OXT,-0.6700000

# ASN - n-terminal deprotonated
charmm,n-,ASN,N,-0.9600000
charmm,n-,ASN,H1,0.3400000
charmm,n-,ASN,H2,0.3400000
charmm,n-,ASN,CA,0.1900000
charmm,n-,ASN,HA,0.0900000
charmm,n-,ASN,CB,-0.1800000
charmm,n-,ASN,HB2,0.0900000
charmm,n-,ASN,HB3,0.0900000
charmm,n-,ASN,CG,0.5500000
charmm,n-,ASN,OD1,-0.5500000
charmm,n-,ASN,ND2,-0.6200000
charmm,n-,ASN,HD21,0.3200000
charmm,n-,ASN,HD22,0.3000000
charmm,n-,ASN,C,0.5100000
charmm,n-,ASN,O,-0.5100000

# ASN - c-terminal protonated
charmm,c+,ASN,N,-0.4700000
charmm,c+,ASN,H,0.3100000
charmm,c+,ASN,CA,0.0700000
charmm,c+,ASN,HA,0.0900000
charmm,c+,ASN,CB,-0.1800000
charmm,c+,ASN,HB2,0.0900000
charmm,c+,ASN,HB3,0.0900000
charmm,c+,ASN,CG,0.5500000
charmm,c+,ASN,OD1,-0.5500000
charmm,c+,ASN,ND2,-0.6200000
charmm,c+,ASN,HD21,0.3200000
charmm,c+,ASN,HD22,0.3000000
charmm,c+,ASN,C,0.7200000
charmm,c+,ASN,O,-0.5500000
charmm,c+,ASN,OXT,-0.6100000
charmm,c+,ASN,HOXT,0.4400000

# ASP - middle
charmm,m,ASP,N,-0.4700000
charmm,m,ASP,H,0.3100000
charmm,m,ASP,CA,0.0700000
charmm,m,ASP,HA,0.0900000
charmm,m,ASP,CB,-0.2800000
charmm,m,ASP,HB2,0.0900000
charmm,m,ASP,HB3,0.0900000
charmm,m,ASP,CG,0.6200000
charmm,m,ASP,OD1,-0.7600000
charmm,m,ASP,OD2,-0.7600000
charmm,m,ASP,C,0.5100000
charmm,m,ASP,O,-0.5100000

# ASP - n-terminal
charmm,n,ASP,N,-0.3000000
charmm,n,ASP,H1,0.3300000
charmm,n,ASP,H2,0.3300000
charmm,n,ASP,H3,0.3300000
charmm,n,ASP,CA,0.2100000
charmm,n,ASP,HA,0.1000000
charmm,n,ASP,CB,-0.2800000
charmm,n,ASP,HB2,0.0900000
charmm,n,ASP,HB3,0.0900000
charmm,n,ASP,CG,0.6200000
charmm,n,ASP,OD1,-0.7600000
charmm,n,ASP,OD2,-0.7600000
charmm,n,ASP,C,0.5100000
charmm,n,ASP,O,-0.5100000

# ASP - c-terminal
charmm,c,ASP,N,-0.4700000
charmm,c,ASP,H,0.3100000
charmm,c,ASP,CA,0.0700000
charmm,c,ASP,HA,0.0900000
charmm,c,ASP,CB,-0.2800000
charmm,c,ASP,HB2,0.0900000
charmm,c,ASP,HB3,0.0900000
charmm,c,ASP,CG,0.6200000
charmm,c,ASP,OD1,-0.7600000
charmm,c,ASP,OD2,-0.7600000
charmm,c,ASP,C,0.3400000
charmm,c,ASP,O,-0.6700000
charmm,c,ASP,OXT,-0.6700000

# ASP - n-terminal deprotonated
charmm,n-,ASP,N,-0.9600000
charmm,n-,ASP,H1,0.3400000
charmm,n-,ASP,H2,0.3400000
charmm,n-,ASP,CA,0.1900000
charmm,n-,ASP,HA,0.0900000
charmm,n-,ASP,CB,-0.2800000
charmm,n-,ASP,HB2,0.0900000
charmm,n-,ASP,HB3,0.0900000
charmm,n-,ASP,CG,0.6200000
charmm,n-,ASP,OD1,-0.7600000
charmm,n-,ASP,OD2,-0.7600000
charmm,n-,ASP,C,0.5100000
charmm,n-,ASP,O,-0.5100000

# ASP - c-terminal protonated
charmm,c+,ASP,N,-0.4700000
charmm,c+,ASP,H,0.3100000
charmm,c+,ASP,CA,0.0700000
charmm,c+,ASP,HA,0.0900000
charmm,c+,ASP,CB,-0.2800000
charmm,c+,ASP,HB2,0.0900000
charmm,c+,ASP,HB3,0.0900000
charmm,c+,ASP,CG,0.6200000
charmm,c+,ASP,OD1,-0.7600000
charmm,c+,ASP,OD2,-0.7600000
charmm,c+,ASP,C,0.7200000
charmm,c+,ASP,O,-0.5500000
charmm,c+,ASP,OXT,-0.6100000
charmm,c+,ASP,HOXT,0.4400000

# ASH - middle
charmm,m,ASH,N,-0.4700000
charmm,m,ASH,H,0.3100000
charmm,m,ASH,CA,0.0700000
charmm,m,ASH,HA,0.0900000
charmm,m,ASH,CB,-0.2100000
charmm,m,ASH,HB2,0.0900000
charmm,m,ASH,HB3,0.0900000
charmm,m,ASH,CG,0.7500000
charmm,m,ASH,OD1,-0.5500000
charmm,m,ASH,OD2,-0.6100000
charmm,m,ASH,HD2,0.4400000
charmm,m,ASH,C,0.5100000
charmm,m,ASH,O,-0.5100000

# ASH - n-terminal
charmm,n,ASH,N,-0.3000000
charmm,n,ASH,H1,0.3300000
charmm,n,ASH,H2,0.3300000
charmm,n,ASH,H3,0.3300000
charmm,n,ASH,CA,0.2100000
charmm,n,ASH,HA,0.1000000
charmm,n,ASH,CB,-0.2100000
charmm,n,ASH,HB2,0.0900000
charmm,n,ASH,HB3,0.0900000
charmm,n,ASH,CG,0.7500000
charmm,n,ASH,OD1,-0.5500000
charmm,n,ASH,OD2,-0.6100000
charmm,n,ASH,HD2,0.4400000
charmm,n,ASH,C,0.5100000
charmm,n,ASH,O,-0.5100000

# ASH - c-terminal
charmm,c,ASH,N,-0.4700000
charmm,c,ASH,H,0.3100000
charmm,c,ASH,CA,0.0700000
charmm,c,ASH,HA,0.0900000
charmm,c,ASH,CB,-0.2100000
charmm,c,ASH,HB2,0.0900000
charmm,c,ASH,HB3,0.0900000
charmm,c,ASH,CG,0.7500000
charmm,c,ASH,OD1,-0.5500000
charmm,c,ASH,OD2,-0.6100000
charmm,c,ASH,HD2,0.4400000
charmm,c,ASH,C,0.3400000
charmm,c,ASH,O,-0.6700000
charmm,c,ASH,OXT,-0.6700000

# ASH - n-terminal deprotonated
charmm,n-,ASH,N,-0.9600000
charmm,n-,ASH,H1,0.3400000
charmm,n-,ASH,H2,0.3400000
charmm,n-,ASH,CA,0.1900000
charmm,n-,ASH,HA,0.0900000
charmm,n-,ASH,CB,-0.2100000
charmm,n-,ASH,HB2,0.0900000
charmm,n-,ASH,HB3,0.0900000
charmm,n-,ASH,CG,0.7500000
charmm,n-,ASH,OD1,-0.5500000
charmm,n-,ASH,OD2,-0.6100000
charmm,n-,ASH,HD2,0.4400000
charmm,n-,ASH,C,0.5100000
charmm,n-,ASH,O,-0.5100000

# ASH - c-terminal protonated
charmm,c+,ASH,N,-0.4700000
charmm,c+,ASH,H,0.3100000
charmm,c+,ASH,CA,0.0700000
charmm,c+,ASH,HA,0.0900000
charmm,c+,ASH,CB,-0.2100000
charmm,c+,ASH,HB2,0.0900000
charmm,c+,ASH,HB3,0.0900000
charmm,c+,ASH,CG,0.7500000
charmm,c+,ASH,OD1,-0.5500000
charmm,c+,ASH,OD2,-0.6100000
charmm,c+,ASH,HD2,0.4400000
charmm,c+,ASH,C,0.7200000
charmm,c+,ASH,O,-0.5500000
charmm,c+,ASH,OXT,-0.6100000
charmm,c+,ASH,HOXT,0.4400000

# CYS - middle
charmm,m,CYS,N,-0.4700000
charmm,m,CYS,H,0.3100000
charmm,m,CYS,CA,0.0700000
charmm,m,CYS,HA,0.0900000
charmm,m,CYS,CB,-0.1100000
charmm,m,CYS,HB2,0.0900000
charmm,m,CYS,HB3,0.0900000
charmm,m,CYS,SG,-0.2300000
charmm,m,CYS,HG,0.1600000
charmm,m,CYS,C,0.5100000
charmm,m,CYS,O,-0.5100000

# CYS - n-terminal
charmm,n,CYS,N,-0.3000000
charmm,n,CYS,H1,0.3300000
charmm,n,CYS,H2,0.3300000
charmm,n,CYS,H3,0.3300000
charmm,n,CYS,CA,0.2100000
charmm,n,CYS,HA,0.1000000
charmm,n,CYS,CB,-0.1100000
charmm,n,CYS,HB2,0.0900000
charmm,n,CYS,HB3,0.0900000
charmm,n,CYS,SG,-0.2300000
charmm,n,CYS,HG,0.1600000
charmm,n,CYS,C,0.5100000
charmm,n,CYS,O,-0.5100000

# CYS - c-terminal
charmm,c,CYS,N,-0.4700000
charmm,c,CYS,H,0.3100000
charmm,c,CYS,CA,0.0700000
charmm,c,CYS,HA,0.0900000
charmm,c,CYS,CB,-0.1100000
charmm,c,CYS,HB2,0.0900000
charmm,c,CYS,HB3,0.0900000
charmm,c,CYS,SG,-0.2300000
charmm,c,CYS,HG,0.1600000
charmm,c,CYS,C,0.3400000
charmm,c,CYS,O,-0.6700000
charmm,c,CYS,OXT,-0.6700000

# CYS - n-terminal deprotonated
charmm,n-,CYS,N,-0.9600000
charmm,n-,CYS,H1,0.3400000
charmm,n-,CYS,H2,0.3400000
charmm,n-,CYS,CA,0.1900000
charmm,n-,CYS,HA,0.0900000
charmm,n-,CYS,CB,-0.1100000
charmm,n-,CYS,HB2,0.0900000
charmm,n-,CYS,HB3,0.0900000
charmm,n-,CYS,SG,-0.2300000
charmm,n-,CYS,HG,0.1600000
charmm,n-,CYS,C,0.5100000
charmm,n-,CYS,O,-0.5100000

# CYS - c-terminal protonated
charmm,c+,CYS,N,-0.4700000
charmm,c+,CYS,H,0.3100000
charmm,c+,CYS,CA,0.0700000
charmm,c+,CYS,HA,0.0900000
charmm,c+,CYS,CB,-0.1100000
charmm,c+,CYS,HB2,0.0900000
charmm,c+,CYS,HB3,0.0900000
charmm,c+,CYS,SG,-0.2300000
charmm,c+,CYS,HG,0.1600000
charmm,c+,CYS,C,0.7200000
charmm,c+,CYS,O,-0.5500000
charmm,c+,CYS,OXT,-0.6100000
charmm,c+,CYS,HOXT,0.4400000

# CYM - middle
charmm,m,CYM,N,-0.4700000
charmm,m,CYM,H,0.3100000
charmm,m,CYM,CA,0.0700000
charmm,m,CYM,HA,0.0900000
charmm,m,CYM,CB,-0.3800000
charmm,m,CYM,HB2,0.0900000
charmm,m,CYM,HB3,0.0900000
charmm,m,CYM,SG,-0.8000000
charmm,m,CYM,C,0.5100000
charmm,m,CYM,O,-0.5100000

# CYM - n-terminal
charmm,n,CYM,N,-0.3000000
charmm,n,CYM,H1,0.3300000
charmm,n,CYM,H2,0.3300000
charmm,n,CYM,H3,0.3300000
charmm,n,CYM,CA,0.2100000
charmm,n,CYM,HA,0.1000000
charmm,n,CYM,CB,-0.3800000
charmm,n,CYM,HB2,0.0900000
charmm,n,CYM,HB3,0.0900000
charmm,n,CYM,SG,-0.8000000
charmm,n,CYM,C,0.5100000
charmm,n,CYM,O,-0.5100000

# CYM - c-terminal
charmm,c,CYM,N,-0.4700000
charmm,c,CYM,H,0.3100000
charmm,c,CYM,CA,0.0700000
charmm,c,CYM,HA,0.0900000
charmm,c,CYM,CB,-0.3800000
charmm,c,CYM,HB2,0.0900000
charmm,c,CYM,HB3,0.0900000
charmm,c,CYM,SG,-0.8000000
charmm,c,CYM,C,0.3400000
charmm,c,CYM,O,-0.6700000
charmm,c,CYM,OXT,-0.6700000

# CYM - n-terminal deprotonated
charmm,n-,CYM,N,-0.9600000
charmm,n-,CYM,H1,0.3400000
charmm,n-,CYM,H2,0.3400000
charmm,n-,CYM,CA,0.1900000
charmm,n-,CYM,HA,0.0900000
charmm,n-,CYM,CB,-0.3800000
charmm,n-,CYM,HB2,0.0900000
charmm,n-,CYM,HB3,0.0900000
charmm,n-,CYM,SG,-0.8000000
charmm,n-,CYM,C,0.5100000
charmm,n-,CYM,O,-0.5100000

# CYM - c-terminal protonated
charmm,c+,CYM,N,-0.4700000
charmm,c+,CYM,H,0.3100000
charmm,c+,CYM,CA,0.0700000
charmm,c+,CYM,HA,0.0900000
charmm,c+,CYM,CB,-0.3800000
charmm,c+,CYM,HB2,0.0900000
charmm,c+,CYM,HB3,0.0900000
charmm,c+,CYM,SG,-0.8000000
charmm,c+,CYM,C,0.7200000
charmm,c+,CYM,O,-0.5500000
charmm,c+,CYM,OXT,-0.6100000
charmm,c+,CYM,HOXT,0.4400000

# CYX - middle
charmm,m,CYX,N,-0.4700000
charmm,m,CYX,H,0.3100000
charmm,m,CYX,CA,0.0700000
charmm,m,CYX,HA,0.0900000
charmm,m,CYX,CB,-0.1000000
charmm,m,CYX,HB2,0.0900000
charmm,m,CYX,HB3,0.0900000
charmm,m,CYX,SG,-0.0800000
charmm,m,CYX,C,0.5100000
charmm,m,CYX,O,-0.5100000

# CYX - n-terminal
charmm,n,CYX,N,-0.3000000
charmm,n,CYX,H1,0.3300000
charmm,n,CYX,H2,0.3300000
charmm,n,CYX,H3,0.3300000
charmm,n,CYX,CA,0.2100000
charmm,n,CYX,HA,0.1000000
charmm,n,CYX,CB,-0.1000000
charmm,n,CYX,HB2,0.0900000
charmm,n,CYX,HB3,0.0900000
charmm,n,CYX,SG,-0.0800000
charmm,n,CYX,C,0.5100000
charmm,n,CYX,O,-0.5100000

# CYX - c-terminal
charmm,c,CYX,N,-0.4700000
charmm,c,CYX,H,0.3100000
charmm,c,CYX,CA,0.0700000
charmm,c,CYX,HA,0.0900000
charmm,c,CYX,CB,-0.1000000
charmm,c,CYX,HB2,0.0900000
charmm,c,CYX,HB3,0.0900000
charmm,c,CYX,SG,-0.0800000
charmm,c,CYX,C,0.3400000
charmm,c,CYX,O,-0.6700000
charmm,c,CYX,OXT,-0.6700000

# CYX - n-terminal deprotonated
charmm,n-,CYX,N,-0.9600000
charmm,n-,CYX,H1,0.3400000
charmm,n-,CYX,H2,0.3400000
charmm,n-,CYX,CA,0.1900000
charmm,n-,CYX,HA,0.0900000
charmm,n-,CYX,CB,-0.1000000
charmm,n-,CYX,HB2,0.0900000
charmm,n-,CYX,HB3,0.0900000
charmm,n-,CYX,SG,-0.0800000
charmm,n-,CYX,C,0.5100000
charmm,n-,CYX,O,-0.5100000

# CYX - c-terminal protonated
charmm,c+,CYX,N,-0.4700000
charmm,c+,CYX,H,0.3100000
charmm,c+,CYX,CA,0.0700000
charmm,c+,CYX,HA,0.0900000
charmm,c+,CYX,CB,-0.1000000
charmm,c+,CYX,HB2,0.0900000
charmm,c+,CYX,HB3,0.0900000
charmm,c+,CYX,SG,-0.0800000
charmm,c+,CYX,C,0.7200000
charmm,c+,CYX,O,-0.5500000
charmm,c+,CYX,OXT,-0.6100000
charmm,c+,CYX,HOXT,0.4400000

# GLN - middle
charmm,m,GLN,N,-0.4700000
charmm,m,GLN,H,0.3100000
charmm,m,GLN,CA,0.0700000
charmm,m,GLN,HA,0.0900000
charmm,m,GLN,CB,-0.1800000
charmm,m,GLN,HB2,0.0900000
charmm,m,GLN,HB3,0.0900000
charmm,m,GLN,CG,-0.1800000
charmm,m,GLN,HG2,0.0900000
charmm,m,GLN,HG3,0.0900000
charmm,m,GLN,CD,0.5500000
charmm,m,GLN,OE1,-0.5500000
charmm,m,GLN,NE2,-0.6200000
charmm,m,GLN,HE21,0.3200000
charmm,m,GLN,HE22,0.3000000
charmm,m,GLN,C,0.5100000
charmm,m,GLN,O,-0.5100000

# GLN - n-terminal
charmm,n,GLN,N,-0.3000000
charmm,n,GLN,H1,0.3300000
charmm,n,GLN,H2,0.3300000
charmm,n,GLN,H3,0.3300000
charmm,n,GLN,CA,0.2100000
charmm,n,GLN,HA,0.1000000
charmm,n,GLN,CB,-0.1800000
charmm,n,GLN,HB2,0.0900000
charmm,n,GLN,HB3,0.0900000
charmm,n,GLN,CG,-0.1800000
charmm,n,GLN,HG2,0.0900000
charmm,n,GLN,HG3,0.0900000
charmm,n,GLN,CD,0.5500000
charmm,n,GLN,OE1,-0.5500000
charmm,n,GLN,NE2,-0.6200000
charmm,n,GLN,HE21,0.3200000
charmm,n,GLN,HE22,0.3000000
charmm,n,GLN,C,0.5100000
charmm,n,GLN,O,-0.5100000

# GLN - c-terminal
charmm,c,GLN,N,-0.4700000
charmm,c,GLN,H,0.3100000
charmm,c,GLN,CA,0.0700000
charmm,c,GLN,HA,0.0900000
charmm,c,GLN,CB,-0.1800000
charmm,c,GLN,HB2,0.0900000
charmm,c,GLN,HB3,0.0900000
charmm,c,GLN,CG,-0.1800000
charmm,c,GLN,HG2,0.0900000
charmm,c,GLN,HG3,0.0900000
charmm,c,GLN,CD,0.5500000
charmm,c,GLN,OE1,-0.5500000
charmm,c,GLN,NE2,-0.6200000
charmm,c,GLN,HE21,0.3200000
charmm,c,GLN,HE22,0.3000000
charmm,c,GLN,C,0.3400000
charmm,c,GLN,O,-0.6700000
charmm,c,GLN,OXT,-0.6700000

# GLN - n-terminal deprotonated
charmm,n-,GLN,N,-0.9600000
charmm,n-,GLN,H1,0.3400000
charmm,n-,GLN,H2,0.3400000
charmm,n-,GLN,CA,0.1900000
charmm,n-,GLN,HA,0.0900000
charmm,n-,GLN,CB,-0.1800000
charmm,n-,GLN,HB2,0.0900000
charmm,n-,GLN,HB3,0.0900000
charmm,n-,GLN,CG,-0.1800000
charmm,n-,GLN,HG2,0.0900000
charmm,n-,GLN,HG3,0.0900000
charmm,n-,GLN,CD,0.5500000
charmm,n-,GLN,OE1,-0.5500000
charmm,n-,GLN,NE2,-0.6200000
charmm,n-,GLN,HE21,0.3200000
charmm,n-,GLN,HE22,0.3000000
charmm,n-,GLN,C,0.5100000
charmm,n-,GLN,O,-0.5100000

# GLN - c-terminal protonated
charmm,c+,GLN,N,-0.4700000
charmm,c+,GLN,H,0.3100000
charmm,c+,GLN,CA,0.0700000
charmm,c+,GLN,HA,0.0900000
charmm,c+,GLN,CB,-0.1800000
charmm,c+,GLN,HB2,0.0900000
charmm,c+,GLN,HB3,0.0900000
charmm,c+,GLN,CG,-0.1800000
charmm,c+,GLN,HG2,0.0900000
charmm,c+,GLN,HG3,0.0900000
charmm,c+,GLN,CD,0.5500000
charmm,c+,GLN,OE1,-0.5500000
charmm,c+,GLN,NE2,-0.6200000
charmm,c+,GLN,HE21,0.3200000
charmm,c+,GLN,HE22,0.3000000
charmm,c+,GLN,C,0.7200000
charmm,c+,GLN,O,-0.5500000
charmm,c+,GLN,OXT,-0.6100000
charmm,c+,GLN,HOXT,0.4400000

# GLU - middle
charmm,m,GLU,N,-0.4700000
charmm,m,GLU,H,0.3100000
charmm,m,GLU,CA,0.0700000
charmm,m,GLU,HA,0.0900000
charmm,m,GLU,CB,-0.1800000
charmm,m,GLU,HB2,0.0900000
charmm,m,GLU,HB3,0.0900000
charmm,m,GLU,CG,-0.2800000
charmm,m,GLU,HG2,0.0900000
charmm,m,GLU,HG3,0.0900000
charmm,m,GLU,CD,0.6200000
charmm,m,GLU,OE1,-0.7600000
charmm,m,GLU,OE2,-0.7600000
charmm,m,GLU,C,0.5100000
charmm,m,GLU,O,-0.5100000

# GLU - n-terminal
charmm,n,GLU,N,-0.3000000
charmm,n,GLU,H1,0.3300000
charmm,n,GLU,H2,0.3300000
charmm,n,GLU,H3,0.3300000
charmm,n,GLU,CA,0.2100000
charmm,n,GLU,HA,0.1000000
charmm,n,GLU,CB,-0.1800000
charmm,n,GLU,HB2,0.0900000
charmm,n,GLU,HB3,0.0900000
charmm,n,GLU,CG,-0.2800000
charmm,n,GLU,HG2,0.0900000
charmm,n,GLU,HG3,0.0900000
charmm,n,GLU,CD,0.6200000
charmm,n,GLU,OE1,-0.7600000
charmm,n,GLU,OE2,-0.7600000
charmm,n,GLU,C,0.5100000
charmm,n,GLU,O,-0.5100000

# GLU - c-terminal
charmm,c,GLU,N,-0.4700000
charmm,c,GLU,H,0.3100000
charmm,c,GLU,CA,0.0700000
charmm,c,GLU,HA,0.0900000
charmm,c,GLU,CB,-0.1800000
charmm,c,GLU,HB2,0.0900000
charmm,c,GLU,HB3,0.0900000
charmm,c,GLU,CG,-0.2800000
charmm,c,GLU,HG2,0.0900000
charmm,c,GLU,HG3,0.0900000
charmm,c,GLU,CD,0.6200000
charmm,c,GLU,OE1,-0.7600000
charmm,c,GLU,OE2,-0.7600000
charmm,c,GLU,C,0.3400000
charmm,c,GLU,O,-0.6700000
charmm,c,GLU,OXT,-0.6700000

# GLU - n-terminal deprotonated
charmm,n-,GLU,N,-0.9600000
charmm,n-,GLU,H1,0.3400000
charmm,n-,GLU,H2,0.3400000
charmm,n-,GLU,CA,0.1900000
charmm,n-,GLU,HA,0.0900000
charmm,n-,GLU,CB,-0.1800000
charmm,n-,GLU,HB2,0.0900000
charmm,n-,GLU,HB3,0.0900000
charmm,n-,GLU,CG,-0.2800000
charmm,n-,GLU,HG2,0.0900000
charmm,n-,GLU,HG3,0.0900000
charmm,n-,GLU,CD,0.6200000
charmm,n-,GLU,OE1,-0.7600000
charmm,n-,GLU,OE2,-0.7600000
charmm,n-,GLU,C,0.5100000
charmm,n-,GLU,O,-0.5100000

# GLU - c-terminal protonated
charmm,c+,GLU,N,-0.4700000
charmm,c+,GLU,H,0.3100000
charmm,c+,GLU,CA,0.0700000
charmm,c+,GLU,HA,0.0900000
charmm,c+,GLU,CB,-0.1800000
charmm,c+,GLU,HB2,0.0900000
charmm,c+,GLU,HB3,0.0900000
charmm,c+,GLU,CG,-0.2800000
charmm,c+,GLU,HG2,0.0900000
charmm,c+,GLU,HG3,0.0900000
charmm,c+,GLU,CD,0.6200000
charmm,c+,GLU,OE1,-0.7600000
charmm,c+,GLU,OE2,-0.7600000
charmm,c+,GLU,C,0.7200000
charmm,c+,GLU,O,-0.5500000
charmm,c+,GLU,OXT,-0.6100000
charmm,c+,GLU,HOXT,0.4400000

# GLH - middle
charmm,m,GLH,N,-0.4700000
charmm,m,GLH,H,0.3100000
charmm,m,GLH,CA,0.0700000
charmm,m,GLH,HA,0.0900000
charmm,m,GLH,CB,-0.1800000
charmm,m,GLH,HB2,0.0900000
charmm,m,GLH,HB3,0.0900000
charmm,m,GLH,CG,-0.2100000
charmm,m,GLH,HG2,0.0900000
charmm,m,GLH,HG3,0.0900000
charmm,m,GLH,CD,0.7500000
charmm,m,GLH,OE1,-0.5500000
charmm,m,GLH,OE2,-0.6100000
charmm,m,GLH,HE2,0.4400000
charmm,m,GLH,C,0.5100000
charmm,m,GLH,O,-0.5100000

# GLH - n-terminal
charmm,n,GLH,N,-0.3000000
charmm,n,GLH,H1,0.3300000
charmm,n,GLH,H2,0.3300000
charmm,n,GLH,H3,0.3300000
charmm,n,GLH,CA,0.2100000
charmm,n,GLH,HA,0.1000000
charmm,n,GLH,CB,-0.1800000
charmm,n,GLH,HB2,0.0900000
charmm,n,GLH,HB3,0.0900000
charmm,n,GLH,CG,-0.2100000
charmm,n,GLH,HG2,0.0900000
charmm,n,GLH,HG3,0.0900000
charmm,n,GLH,CD,0.7500000
charmm,n,GLH,OE1,-0.5500000
charmm,n,GLH,OE2,-0.6100000
charmm,n,GLH,HE2,0.4400000
charmm,n,GLH,C,0.5100000
